timestamp,location,pm25,pm10,no2,so2
2025-10-31 02:00:00,Loc_1,31.95,40.69,20.73,6.1
2025-10-31 03:00:00,Loc_1,30.23,35.96,24.59,4.97
2025-10-31 04:00:00,Loc_1,30.71,35.2,24.13,5.36
2025-10-31 05:00:00,Loc_1,29.91,34.01,13.28,6.65
2025-10-31 06:00:00,Loc_1,29.81,36.31,29.63,6.12
2025-10-31 07:00:00,Loc_1,35.48,41.18,29.23,2.7
2025-10-31 08:00:00,Loc_1,27.37,36.9,26.4,4.36
2025-10-31 09:00:00,Loc_1,28.78,35.38,19.83,7.88
2025-10-31 10:00:00,Loc_1,18.2,23.63,27.94,5.31
2025-10-31 11:00:00,Loc_1,29.44,36.42,26.24,6.24
2025-10-31 12:00:00,Loc_1,19.6,21.67,23.15,4.12
2025-10-31 13:00:00,Loc_1,7.27,8.4,24.28,2.93
2025-10-31 14:00:00,Loc_1,24.36,29.61,18.72,6.53
2025-10-31 15:00:00,Loc_1,9.36,11.32,18.1,7.19
2025-10-31 16:00:00,Loc_1,15.1,17.67,21.62,4.68
2025-10-31 17:00:00,Loc_1,4.56,5.21,29.56,4.85
2025-10-31 18:00:00,Loc_1,10.2,12.25,15.66,4.72
2025-10-31 19:00:00,Loc_1,9.87,12.49,24.06,4.25
2025-10-31 20:00:00,Loc_1,2.9,3.54,18.19,5.22
2025-10-31 21:00:00,Loc_1,11.67,13.42,25.51,0.94
2025-10-31 22:00:00,Loc_1,10.16,11.95,26.84,4.27
2025-10-31 23:00:00,Loc_1,4.61,5.59,26.92,4.18
2025-11-01 00:00:00,Loc_1,24.01,29.7,27.04,4.77
2025-11-01 01:00:00,Loc_1,15.81,20.78,29.88,6.37
2025-11-01 02:00:00,Loc_1,26.59,34.37,32.2,2.96
2025-11-01 03:00:00,Loc_1,24.93,30.07,23.36,4.17
2025-11-01 04:00:00,Loc_1,39.7,50.82,24.17,3.71
2025-11-01 05:00:00,Loc_1,32.52,40.06,21.66,5.9
2025-11-01 06:00:00,Loc_1,30.65,36.49,16.66,2.82
2025-11-01 07:00:00,Loc_1,34.75,43.76,27.54,7.36
2025-11-01 08:00:00,Loc_1,32.61,38.58,9.93,4.58
2025-11-01 09:00:00,Loc_1,21.95,25.13,28.89,7.78
2025-11-01 10:00:00,Loc_1,23.6,27.48,30.31,6.44
2025-11-01 11:00:00,Loc_1,27.06,31.93,25.06,0.97
2025-11-01 12:00:00,Loc_1,24.02,27.93,19.7,3.06
2025-11-01 13:00:00,Loc_1,5.7,6.91,19.25,7.28
2025-11-01 14:00:00,Loc_1,15.9,19.85,17.17,6.27
2025-11-01 15:00:00,Loc_1,16.09,18.16,20.86,5.67
2025-11-01 16:00:00,Loc_1,17.01,19.94,33.82,5.77
2025-11-01 17:00:00,Loc_1,19.56,22.38,20.32,0.78
2025-11-01 18:00:00,Loc_1,17.28,20.98,16.91,5.66
2025-11-01 19:00:00,Loc_1,9.94,10.99,16.57,5.17
2025-11-01 20:00:00,Loc_1,12.7,16.17,24.32,3.77
2025-11-01 21:00:00,Loc_1,20.1,23.47,26.74,7.34
2025-11-01 22:00:00,Loc_1,19.71,24.21,20.22,4.29
2025-11-01 23:00:00,Loc_1,17.22,22.72,23.86,7.45
2025-11-02 00:00:00,Loc_1,16.76,19.24,18.62,6.45
2025-11-02 01:00:00,Loc_1,27.81,32.64,32.9,2.83
2025-11-02 02:00:00,Loc_1,17.41,21.68,14.03,4.81
2025-11-02 03:00:00,Loc_1,30.29,39.74,19.73,9.85
2025-11-02 04:00:00,Loc_1,23.79,29.13,18.47,3.68
2025-11-02 05:00:00,Loc_1,28.6,34.69,27.98,6.57
2025-11-02 06:00:00,Loc_1,27.04,32.88,36.07,6.99
2025-11-02 07:00:00,Loc_1,29.3,36.08,12.79,2.96
2025-11-02 08:00:00,Loc_1,30.5,35.49,19.86,5.68
2025-11-02 09:00:00,Loc_1,30.89,39.04,19.68,6.0
2025-11-02 10:00:00,Loc_1,19.25,22.35,21.31,8.54
2025-11-02 11:00:00,Loc_1,29.07,35.12,23.45,4.21
2025-11-02 12:00:00,Loc_1,16.95,20.57,23.11,1.42
2025-11-02 13:00:00,Loc_1,18.46,20.12,28.13,6.99
2025-11-02 14:00:00,Loc_1,16.81,18.92,16.97,3.86
2025-11-02 15:00:00,Loc_1,24.28,29.32,21.41,5.73
2025-11-02 16:00:00,Loc_1,7.35,8.65,22.42,4.44
2025-11-02 17:00:00,Loc_1,8.67,10.13,18.81,6.05
2025-11-02 18:00:00,Loc_1,12.09,14.43,21.85,8.19
2025-11-02 19:00:00,Loc_1,6.71,7.9,22.49,4.55
2025-11-02 20:00:00,Loc_1,11.24,13.25,16.59,3.01
2025-11-02 21:00:00,Loc_1,22.98,28.21,28.21,7.32
2025-11-02 22:00:00,Loc_1,12.3,14.93,21.22,5.03
2025-11-02 23:00:00,Loc_1,19.22,23.27,21.88,4.65
2025-11-03 00:00:00,Loc_1,13.3,15.79,22.6,6.46
2025-11-03 01:00:00,Loc_1,14.15,17.32,17.37,4.15
2025-11-03 02:00:00,Loc_1,22.92,27.94,26.26,3.1
2025-11-03 03:00:00,Loc_1,34.98,37.82,26.51,6.73
2025-11-03 04:00:00,Loc_1,31.06,37.45,22.52,10.11
2025-11-03 05:00:00,Loc_1,28.51,35.24,25.93,5.75
2025-11-03 06:00:00,Loc_1,31.5,37.62,14.33,3.44
2025-11-03 07:00:00,Loc_1,35.57,43.2,33.8,6.22
2025-11-03 08:00:00,Loc_1,39.19,47.51,20.59,3.67
2025-11-03 09:00:00,Loc_1,29.35,34.57,24.71,6.39
2025-11-03 10:00:00,Loc_1,21.7,26.67,30.02,3.65
2025-11-03 11:00:00,Loc_1,20.59,24.27,22.8,6.27
2025-11-03 12:00:00,Loc_1,18.53,22.05,17.61,3.39
2025-11-03 13:00:00,Loc_1,18.53,22.45,34.36,3.32
2025-11-03 14:00:00,Loc_1,22.64,27.4,33.26,5.7
2025-11-03 15:00:00,Loc_1,11.39,13.65,13.55,3.2
2025-11-03 16:00:00,Loc_1,10.3,12.45,23.0,5.03
2025-11-03 17:00:00,Loc_1,18.37,21.61,25.31,4.94
2025-11-03 18:00:00,Loc_1,7.88,9.12,16.85,7.1
2025-11-03 19:00:00,Loc_1,6.21,7.57,19.26,5.18
2025-11-03 20:00:00,Loc_1,15.06,18.65,14.19,1.89
2025-11-03 21:00:00,Loc_1,13.68,17.05,25.12,4.68
2025-11-03 22:00:00,Loc_1,19.39,25.06,19.43,4.39
2025-11-03 23:00:00,Loc_1,20.53,24.68,22.43,4.89
2025-11-04 00:00:00,Loc_1,24.73,30.14,22.66,7.77
2025-11-04 01:00:00,Loc_1,21.06,24.76,28.43,6.08
2025-11-04 02:00:00,Loc_1,23.29,28.48,24.48,6.74
2025-11-04 03:00:00,Loc_1,24.83,31.34,13.86,6.38
2025-11-04 04:00:00,Loc_1,29.18,30.43,17.34,3.48
2025-11-04 05:00:00,Loc_1,26.6,30.55,17.15,4.08
2025-11-04 06:00:00,Loc_1,29.39,36.79,16.58,3.84
2025-11-04 07:00:00,Loc_1,26.23,30.98,28.67,5.15
2025-11-04 08:00:00,Loc_1,30.92,37.51,27.36,6.16
2025-11-04 09:00:00,Loc_1,21.98,27.04,27.34,6.0
2025-11-04 10:00:00,Loc_1,25.48,30.43,21.8,2.63
2025-11-04 11:00:00,Loc_1,25.21,29.5,20.28,3.56
2025-11-04 12:00:00,Loc_1,22.14,25.65,26.08,4.04
2025-11-04 13:00:00,Loc_1,28.36,33.73,17.89,5.89
2025-11-04 14:00:00,Loc_1,12.3,14.82,9.95,7.38
2025-11-04 15:00:00,Loc_1,22.96,27.5,26.04,5.33
2025-11-04 16:00:00,Loc_1,6.59,7.5,11.6,0.0
2025-11-04 17:00:00,Loc_1,4.49,5.15,13.65,7.49
2025-11-04 18:00:00,Loc_1,14.22,16.45,11.9,8.46
2025-11-04 19:00:00,Loc_1,14.92,18.6,20.14,8.64
2025-11-04 20:00:00,Loc_1,13.39,15.38,33.1,3.92
2025-11-04 21:00:00,Loc_1,3.36,3.99,18.49,3.64
2025-11-04 22:00:00,Loc_1,6.27,7.62,23.41,3.97
2025-11-04 23:00:00,Loc_1,16.31,20.19,24.8,2.96
2025-11-05 00:00:00,Loc_1,21.27,24.4,23.15,2.7
2025-11-05 01:00:00,Loc_1,13.67,16.19,27.33,6.05
2025-11-05 02:00:00,Loc_1,29.24,33.23,28.92,4.2
2025-11-05 03:00:00,Loc_1,32.1,38.7,31.68,6.65
2025-11-05 04:00:00,Loc_1,30.04,38.72,26.29,2.5
2025-11-05 05:00:00,Loc_1,37.2,47.96,19.68,4.79
2025-11-05 06:00:00,Loc_1,36.0,44.2,24.72,6.73
2025-11-05 07:00:00,Loc_1,24.39,30.13,23.88,2.7
2025-11-05 08:00:00,Loc_1,32.46,41.6,22.01,2.99
2025-11-05 09:00:00,Loc_1,22.88,27.79,19.23,4.42
2025-11-05 10:00:00,Loc_1,31.23,35.89,26.24,9.3
2025-11-05 11:00:00,Loc_1,22.68,28.67,38.99,4.58
2025-11-05 12:00:00,Loc_1,22.02,27.7,20.06,4.75
2025-11-05 13:00:00,Loc_1,15.52,18.46,22.61,5.03
2025-11-05 14:00:00,Loc_1,15.07,18.02,24.53,6.6
2025-11-05 15:00:00,Loc_1,12.85,14.68,27.78,5.69
2025-11-05 16:00:00,Loc_1,2.57,3.24,14.23,6.45
2025-11-05 17:00:00,Loc_1,8.47,9.95,22.73,4.86
2025-11-05 18:00:00,Loc_1,6.86,8.47,20.89,5.58
2025-11-05 19:00:00,Loc_1,10.74,13.66,19.36,4.12
2025-11-05 20:00:00,Loc_1,11.68,13.07,23.87,4.55
2025-11-05 21:00:00,Loc_1,15.88,19.64,14.33,5.52
2025-11-05 22:00:00,Loc_1,3.56,4.41,10.34,2.47
2025-11-05 23:00:00,Loc_1,16.89,19.0,22.72,2.09
2025-11-06 00:00:00,Loc_1,13.52,14.93,29.14,6.6
2025-11-06 01:00:00,Loc_1,15.35,18.31,16.25,5.32
2025-11-06 02:00:00,Loc_1,22.13,27.26,17.39,3.38
2025-11-06 03:00:00,Loc_1,27.57,33.26,24.19,6.07
2025-11-06 04:00:00,Loc_1,27.83,35.72,31.91,4.31
2025-11-06 05:00:00,Loc_1,27.52,34.01,23.09,8.67
2025-11-06 06:00:00,Loc_1,31.99,39.81,17.48,6.61
2025-11-06 07:00:00,Loc_1,33.38,42.03,24.75,6.55
2025-11-06 08:00:00,Loc_1,25.9,33.04,25.15,8.42
2025-11-06 09:00:00,Loc_1,30.14,35.96,24.03,3.68
2025-11-06 10:00:00,Loc_1,26.99,32.92,25.13,5.15
2025-11-06 11:00:00,Loc_1,28.23,34.21,30.25,6.27
2025-11-06 12:00:00,Loc_1,23.44,28.4,31.21,3.94
2025-11-06 13:00:00,Loc_1,12.5,16.03,21.83,3.72
2025-11-06 14:00:00,Loc_1,12.45,15.57,15.35,1.59
2025-11-06 15:00:00,Loc_1,23.16,27.48,19.78,4.37
2025-11-06 16:00:00,Loc_1,17.58,19.68,27.69,9.05
2025-11-06 17:00:00,Loc_1,12.69,15.16,23.75,5.63
2025-11-06 18:00:00,Loc_1,13.41,16.15,19.88,6.74
2025-11-06 19:00:00,Loc_1,21.69,26.43,26.59,3.68
2025-11-06 20:00:00,Loc_1,17.21,18.68,15.58,1.44
2025-11-06 21:00:00,Loc_1,5.23,6.65,15.13,5.63
2025-11-06 22:00:00,Loc_1,13.94,17.25,23.65,5.19
2025-11-06 23:00:00,Loc_1,23.39,28.7,15.96,4.12
2025-11-07 00:00:00,Loc_1,14.83,17.67,14.33,8.1
2025-11-07 01:00:00,Loc_1,29.07,32.96,23.38,4.7
2025-11-07 02:00:00,Loc_1,15.14,17.51,25.51,4.77
2025-11-07 03:00:00,Loc_1,30.59,37.41,22.56,5.78
2025-11-07 04:00:00,Loc_1,24.8,29.2,17.33,3.96
2025-11-07 05:00:00,Loc_1,35.01,41.85,26.92,6.17
2025-11-07 06:00:00,Loc_1,31.63,38.18,24.91,4.59
2025-11-07 07:00:00,Loc_1,35.16,42.75,22.69,6.51
2025-11-07 08:00:00,Loc_1,21.12,24.96,23.69,4.68
2025-11-07 09:00:00,Loc_1,25.04,30.67,32.6,2.14
2025-11-07 10:00:00,Loc_1,21.42,23.95,17.32,9.7
2025-11-07 11:00:00,Loc_1,20.66,25.79,23.4,5.64
2025-11-07 12:00:00,Loc_1,22.09,26.82,27.38,5.54
2025-11-07 13:00:00,Loc_1,23.34,28.09,36.65,5.9
2025-11-07 14:00:00,Loc_1,11.58,13.96,27.56,10.52
2025-11-07 15:00:00,Loc_1,7.21,9.39,14.48,5.91
2025-11-07 16:00:00,Loc_1,17.04,18.65,18.65,6.4
2025-11-07 17:00:00,Loc_1,3.13,4.0,21.72,4.29
2025-11-07 18:00:00,Loc_1,14.87,18.02,22.61,6.05
2025-11-07 19:00:00,Loc_1,12.59,15.97,19.46,5.27
2025-11-07 20:00:00,Loc_1,18.9,22.57,22.43,3.75
2025-11-07 21:00:00,Loc_1,16.03,19.15,22.05,10.53
2025-11-07 22:00:00,Loc_1,16.25,18.82,22.55,10.38
2025-11-07 23:00:00,Loc_1,21.06,25.78,23.25,4.8
2025-11-08 00:00:00,Loc_1,20.9,26.34,27.0,6.41
2025-11-08 01:00:00,Loc_1,17.29,21.07,17.55,6.76
2025-11-08 02:00:00,Loc_1,35.72,41.9,21.16,1.89
2025-11-08 03:00:00,Loc_1,24.27,26.66,21.66,5.53
2025-11-08 04:00:00,Loc_1,30.39,34.71,25.88,5.49
2025-11-08 05:00:00,Loc_1,26.47,32.74,24.97,5.05
2025-11-08 06:00:00,Loc_1,29.59,35.76,25.71,3.37
2025-11-08 07:00:00,Loc_1,35.25,40.95,25.13,2.85
2025-11-08 08:00:00,Loc_1,20.93,27.36,22.31,4.87
2025-11-08 09:00:00,Loc_1,30.95,39.19,21.53,4.82
2025-11-08 10:00:00,Loc_1,31.42,38.74,26.08,4.62
2025-11-08 11:00:00,Loc_1,29.91,34.74,27.14,6.38
2025-11-08 12:00:00,Loc_1,25.4,29.42,19.56,6.1
2025-11-08 13:00:00,Loc_1,18.15,22.0,32.54,4.39
2025-11-08 14:00:00,Loc_1,14.89,19.03,29.03,5.93
2025-11-08 15:00:00,Loc_1,6.85,8.11,26.16,2.61
2025-11-08 16:00:00,Loc_1,12.99,14.4,20.6,2.45
2025-11-08 17:00:00,Loc_1,4.73,5.59,20.3,3.6
2025-11-08 18:00:00,Loc_1,9.95,12.0,19.63,3.51
2025-11-08 19:00:00,Loc_1,7.75,9.25,12.24,4.29
2025-11-08 20:00:00,Loc_1,0.36,0.45,24.32,2.54
2025-11-08 21:00:00,Loc_1,22.71,27.55,14.71,8.19
2025-11-08 22:00:00,Loc_1,18.82,22.02,30.49,5.01
2025-11-08 23:00:00,Loc_1,18.58,22.15,20.55,4.28
2025-11-09 00:00:00,Loc_1,30.27,37.78,26.68,3.16
2025-11-09 01:00:00,Loc_1,15.46,17.31,29.9,2.98
2025-11-09 02:00:00,Loc_1,21.61,27.63,27.52,1.61
2025-11-09 03:00:00,Loc_1,25.44,28.86,25.26,4.81
2025-11-09 04:00:00,Loc_1,31.66,37.54,24.94,2.97
2025-11-09 05:00:00,Loc_1,32.86,39.42,22.08,6.08
2025-11-09 06:00:00,Loc_1,30.18,38.33,27.11,3.41
2025-11-09 07:00:00,Loc_1,35.67,45.61,25.35,9.09
2025-11-09 08:00:00,Loc_1,30.55,36.47,27.13,7.23
2025-11-09 09:00:00,Loc_1,30.41,37.7,30.06,3.56
2025-11-09 10:00:00,Loc_1,27.24,33.15,20.01,1.04
2025-11-09 11:00:00,Loc_1,19.48,22.46,18.96,5.99
2025-11-09 12:00:00,Loc_1,18.27,21.79,17.78,4.18
2025-11-09 13:00:00,Loc_1,24.77,28.84,22.21,7.77
2025-11-09 14:00:00,Loc_1,7.07,8.69,25.96,4.5
2025-11-09 15:00:00,Loc_1,17.45,21.21,25.15,2.29
2025-11-09 16:00:00,Loc_1,19.2,23.92,26.45,7.74
2025-11-09 17:00:00,Loc_1,4.88,5.93,13.12,4.94
2025-11-09 18:00:00,Loc_1,14.88,18.77,18.64,5.18
2025-11-09 19:00:00,Loc_1,16.82,21.14,19.95,8.2
2025-11-09 20:00:00,Loc_1,18.88,23.7,25.12,5.51
2025-11-09 21:00:00,Loc_1,6.6,7.43,27.27,5.68
2025-11-09 22:00:00,Loc_1,17.3,19.35,25.51,5.76
2025-11-09 23:00:00,Loc_1,18.04,22.29,23.69,1.26
2025-11-10 00:00:00,Loc_1,15.2,19.27,21.64,7.3
2025-11-10 01:00:00,Loc_1,30.44,39.52,19.66,3.37
2025-11-10 02:00:00,Loc_1,26.23,30.14,29.07,2.7
2025-11-10 03:00:00,Loc_1,28.25,35.51,30.38,6.65
2025-11-10 04:00:00,Loc_1,30.88,35.52,19.17,3.3
2025-11-10 05:00:00,Loc_1,30.72,38.37,28.55,3.13
2025-11-10 06:00:00,Loc_1,30.23,35.03,19.98,5.43
2025-11-10 07:00:00,Loc_1,30.24,37.25,18.31,6.65
2025-11-10 08:00:00,Loc_1,34.38,38.25,32.32,5.09
2025-11-10 09:00:00,Loc_1,24.1,29.82,23.94,8.84
2025-11-10 10:00:00,Loc_1,25.84,30.19,21.94,6.34
2025-11-10 11:00:00,Loc_1,22.38,27.88,24.81,2.83
2025-11-10 12:00:00,Loc_1,20.64,25.15,25.18,1.78
2025-11-10 13:00:00,Loc_1,17.71,21.4,23.54,2.75
2025-11-10 14:00:00,Loc_1,17.69,21.1,21.46,5.89
2025-11-10 15:00:00,Loc_1,20.02,24.19,21.9,3.34
2025-11-10 16:00:00,Loc_1,14.11,17.09,23.11,7.15
2025-11-10 17:00:00,Loc_1,4.04,4.94,23.24,0.0
2025-11-10 18:00:00,Loc_1,13.16,15.0,23.2,5.83
2025-11-10 19:00:00,Loc_1,16.96,20.44,18.24,7.79
2025-11-10 20:00:00,Loc_1,13.56,17.21,19.66,6.99
2025-11-10 21:00:00,Loc_1,10.8,13.14,21.26,7.41
2025-11-10 22:00:00,Loc_1,19.59,24.31,17.01,7.5
2025-11-10 23:00:00,Loc_1,22.78,27.28,25.78,6.44
2025-11-11 00:00:00,Loc_1,24.24,30.91,21.62,2.31
2025-11-11 01:00:00,Loc_1,20.76,26.97,22.36,4.0
2025-11-11 02:00:00,Loc_1,27.13,32.33,30.72,7.53
2025-11-11 03:00:00,Loc_1,26.16,32.08,25.75,2.43
2025-11-11 04:00:00,Loc_1,23.19,27.5,20.36,5.29
2025-11-11 05:00:00,Loc_1,24.2,27.29,22.23,2.48
2025-11-11 06:00:00,Loc_1,33.76,42.2,16.41,5.2
2025-11-11 07:00:00,Loc_1,20.84,24.94,15.76,5.88
2025-11-11 08:00:00,Loc_1,32.72,41.5,31.54,0.95
2025-11-11 09:00:00,Loc_1,29.63,35.72,22.8,5.45
2025-11-11 10:00:00,Loc_1,20.58,23.4,26.29,2.3
2025-11-11 11:00:00,Loc_1,18.67,22.14,24.69,6.14
2025-11-11 12:00:00,Loc_1,17.67,20.47,27.2,4.42
2025-11-11 13:00:00,Loc_1,21.63,25.95,18.47,4.7
2025-11-11 14:00:00,Loc_1,13.77,16.32,28.2,2.6
2025-11-11 15:00:00,Loc_1,20.75,25.37,37.22,6.03
2025-11-11 16:00:00,Loc_1,15.02,18.21,26.33,3.95
2025-11-11 17:00:00,Loc_1,10.18,12.38,35.22,0.09
2025-11-11 18:00:00,Loc_1,0.0,0.0,18.85,3.61
2025-11-11 19:00:00,Loc_1,10.38,12.07,24.9,1.48
2025-11-11 20:00:00,Loc_1,17.77,20.71,15.34,6.84
2025-11-11 21:00:00,Loc_1,8.17,9.85,34.28,3.47
2025-11-11 22:00:00,Loc_1,5.14,6.42,22.69,1.79
2025-11-11 23:00:00,Loc_1,20.99,27.0,11.06,6.07
2025-11-12 00:00:00,Loc_1,25.32,27.57,27.97,2.68
2025-11-12 01:00:00,Loc_1,23.11,28.47,27.47,5.89
2025-11-12 02:00:00,Loc_1,25.52,30.54,30.29,2.37
2025-11-12 03:00:00,Loc_1,17.01,19.85,30.36,5.08
2025-11-12 04:00:00,Loc_1,17.27,19.67,18.34,2.83
2025-11-12 05:00:00,Loc_1,25.94,31.32,24.22,4.09
2025-11-12 06:00:00,Loc_1,37.81,43.27,25.42,2.2
2025-11-12 07:00:00,Loc_1,25.68,30.91,15.83,3.97
2025-11-12 08:00:00,Loc_1,36.65,40.64,27.67,3.83
2025-11-12 09:00:00,Loc_1,23.92,28.18,24.6,5.16
2025-11-12 10:00:00,Loc_1,25.38,31.04,27.16,5.49
2025-11-12 11:00:00,Loc_1,22.13,25.26,20.09,5.86
2025-11-12 12:00:00,Loc_1,17.54,22.69,19.4,0.19
2025-11-12 13:00:00,Loc_1,17.31,22.6,25.9,3.02
2025-11-12 14:00:00,Loc_1,18.07,22.49,19.19,8.2
2025-11-12 15:00:00,Loc_1,16.41,20.4,30.34,4.91
2025-11-12 16:00:00,Loc_1,11.38,14.5,26.38,3.36
2025-11-12 17:00:00,Loc_1,20.08,24.83,26.3,4.84
2025-11-12 18:00:00,Loc_1,6.33,7.88,15.07,5.61
2025-11-12 19:00:00,Loc_1,13.46,15.23,16.36,7.45
2025-11-12 20:00:00,Loc_1,6.11,7.11,20.67,5.26
2025-11-12 21:00:00,Loc_1,13.91,17.26,14.81,6.89
2025-11-12 22:00:00,Loc_1,15.98,19.41,23.51,6.36
2025-11-12 23:00:00,Loc_1,26.32,30.43,18.74,3.69
2025-11-13 00:00:00,Loc_1,30.66,37.28,21.23,5.74
2025-11-13 01:00:00,Loc_1,19.52,24.02,18.01,6.42
2025-11-13 02:00:00,Loc_1,30.17,36.01,23.33,6.99
2025-11-13 03:00:00,Loc_1,26.43,30.46,18.89,7.02
2025-11-13 04:00:00,Loc_1,29.74,35.25,16.97,2.5
2025-11-13 05:00:00,Loc_1,28.02,36.22,24.42,4.8
2025-11-13 06:00:00,Loc_1,19.9,22.9,20.77,4.88
2025-11-13 07:00:00,Loc_1,39.08,44.67,24.87,4.32
2025-11-13 08:00:00,Loc_1,38.48,46.89,27.77,4.3
2025-11-13 09:00:00,Loc_1,26.53,32.09,13.91,4.47
2025-11-13 10:00:00,Loc_1,36.41,42.35,21.61,5.02
2025-11-13 11:00:00,Loc_1,18.85,22.61,16.92,6.95
2025-10-14 12:00:00,Loc_2,44.45,55.51,29.86,3.14
2025-10-14 13:00:00,Loc_2,49.79,60.12,21.04,4.14
2025-10-14 14:00:00,Loc_2,40.12,48.25,21.22,5.62
2025-10-14 15:00:00,Loc_2,44.62,50.4,27.01,0.0
2025-10-14 16:00:00,Loc_2,44.54,52.76,17.72,4.25
2025-10-14 17:00:00,Loc_2,34.4,41.15,25.05,7.22
2025-10-14 18:00:00,Loc_2,36.68,45.12,18.9,6.43
2025-10-14 19:00:00,Loc_2,38.66,49.93,23.33,5.49
2025-10-14 20:00:00,Loc_2,46.77,58.02,23.0,2.23
2025-10-14 21:00:00,Loc_2,38.64,45.13,24.2,4.8
2025-10-14 22:00:00,Loc_2,34.73,42.07,29.64,7.95
2025-10-14 23:00:00,Loc_2,42.97,51.75,19.19,5.4
2025-10-15 00:00:00,Loc_2,42.98,53.65,25.21,1.29
2025-10-15 01:00:00,Loc_2,43.92,52.73,26.39,5.79
2025-10-15 02:00:00,Loc_2,52.54,65.84,30.75,8.93
2025-10-15 03:00:00,Loc_2,54.96,67.93,38.79,5.75
2025-10-15 04:00:00,Loc_2,58.72,69.35,23.96,2.52
2025-10-15 05:00:00,Loc_2,52.58,61.32,24.17,2.5
2025-10-15 06:00:00,Loc_2,64.72,77.6,30.23,6.12
2025-10-15 07:00:00,Loc_2,55.57,69.48,33.66,1.69
2025-10-15 08:00:00,Loc_2,54.52,63.31,30.56,4.75
2025-10-15 09:00:00,Loc_2,51.3,56.34,20.2,4.04
2025-10-15 10:00:00,Loc_2,49.0,58.98,26.35,6.8
2025-10-15 11:00:00,Loc_2,58.47,74.79,26.21,6.25
2025-10-15 12:00:00,Loc_2,52.43,66.29,24.34,4.59
2025-10-15 13:00:00,Loc_2,38.93,44.88,15.85,7.18
2025-10-15 14:00:00,Loc_2,34.53,44.52,27.17,4.47
2025-10-15 15:00:00,Loc_2,34.52,40.71,28.08,8.42
2025-10-15 16:00:00,Loc_2,41.04,51.61,29.92,4.66
2025-10-15 17:00:00,Loc_2,45.34,53.93,25.16,2.85
2025-10-15 18:00:00,Loc_2,36.94,42.26,23.1,9.43
2025-10-15 19:00:00,Loc_2,26.58,32.58,14.87,3.41
2025-10-15 20:00:00,Loc_2,46.06,56.94,22.73,2.19
2025-10-15 21:00:00,Loc_2,46.49,56.22,22.87,4.72
2025-10-15 22:00:00,Loc_2,49.44,56.08,23.6,2.12
2025-10-15 23:00:00,Loc_2,50.76,65.21,29.81,7.54
2025-10-16 00:00:00,Loc_2,39.33,46.98,27.45,6.99
2025-10-16 01:00:00,Loc_2,54.19,63.37,26.91,9.27
2025-10-16 02:00:00,Loc_2,49.47,58.54,20.82,6.35
2025-10-16 03:00:00,Loc_2,46.91,58.98,30.14,9.09
2025-10-16 04:00:00,Loc_2,58.94,72.05,17.34,4.44
2025-10-16 05:00:00,Loc_2,55.01,68.73,27.02,4.3
2025-10-16 06:00:00,Loc_2,62.25,66.81,24.38,8.69
2025-10-16 07:00:00,Loc_2,64.06,82.97,43.64,5.72
2025-10-16 08:00:00,Loc_2,59.86,66.84,24.43,2.42
2025-10-16 09:00:00,Loc_2,55.67,67.6,29.67,6.08
2025-10-16 10:00:00,Loc_2,51.62,56.22,31.19,8.5
2025-10-16 11:00:00,Loc_2,54.48,67.8,25.34,3.9
2025-10-16 12:00:00,Loc_2,51.62,61.13,15.11,1.8
2025-10-16 13:00:00,Loc_2,40.82,48.37,24.16,5.67
2025-10-16 14:00:00,Loc_2,40.8,50.71,28.67,2.16
2025-10-16 15:00:00,Loc_2,46.27,53.08,27.72,5.62
2025-10-16 16:00:00,Loc_2,35.8,42.28,27.59,2.58
2025-10-16 17:00:00,Loc_2,41.81,50.64,18.95,4.23
2025-10-16 18:00:00,Loc_2,37.89,45.17,17.53,3.47
2025-10-16 19:00:00,Loc_2,34.53,38.14,20.03,6.04
2025-10-16 20:00:00,Loc_2,39.44,46.31,21.72,3.58
2025-10-16 21:00:00,Loc_2,43.42,53.91,24.77,3.76
2025-10-16 22:00:00,Loc_2,54.52,62.31,30.29,4.94
2025-10-16 23:00:00,Loc_2,46.11,56.87,22.62,2.27
2025-10-17 00:00:00,Loc_2,49.99,62.46,30.7,3.06
2025-10-17 01:00:00,Loc_2,53.28,63.59,18.9,2.73
2025-10-17 02:00:00,Loc_2,55.37,65.04,23.9,4.7
2025-10-17 03:00:00,Loc_2,57.19,67.59,31.23,7.54
2025-10-17 04:00:00,Loc_2,58.86,72.5,22.91,7.07
2025-10-17 05:00:00,Loc_2,54.73,62.77,34.5,5.21
2025-10-17 06:00:00,Loc_2,56.65,69.08,24.94,6.54
2025-10-17 07:00:00,Loc_2,64.77,74.29,17.18,4.23
2025-10-17 08:00:00,Loc_2,58.15,70.6,26.37,4.21
2025-10-17 09:00:00,Loc_2,49.75,57.21,28.07,3.57
2025-10-17 10:00:00,Loc_2,53.09,65.1,28.91,0.56
2025-10-17 11:00:00,Loc_2,53.69,66.64,22.24,6.62
2025-10-17 12:00:00,Loc_2,45.96,53.08,22.77,3.78
2025-10-17 13:00:00,Loc_2,46.65,56.06,28.11,8.02
2025-10-17 14:00:00,Loc_2,44.83,55.36,14.61,5.97
2025-10-17 15:00:00,Loc_2,44.43,51.33,25.34,4.3
2025-10-17 16:00:00,Loc_2,39.34,45.85,16.65,6.2
